country,year,iso,region,income_group,gdppccurr,lgdppc,gdpgr,prevgdpgr,gdppcgr,prevgdppcgr,debt,deltadebt,deficit,pbal,inflation,democ,autoc,polity,DEM_polity,durable,xcons,state_fail,cl,pr,fh_status,DEM_fh,fh_score,uds_mean,legis_frac,parliaresp,legiseff,system,execlcr,allhouse,oppmajh,oppmajs,legelec,exelec,liec,eiec,housesys,sensys,cpds,eu,cab_right,cab_cent,cab_left,cab_leaning,party_right,party_cent,party_left,womenpar,inscons,fed,pres,repres,bic,kaopen,openc,interest,unemp,sstran,postfisc_gini
Afghanistan,1985,AFG,South Asia,Low income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,0,0,0,-1.836794331,0,1,1,0,0,1,0,NA,0,0,0.416666667,0.166666667,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Afghanistan,1986,AFG,South Asia,Low income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,0,0,0,-1.625879346,0,1,1,0,0,1,0,NA,0,0,0.416666667,0.166666667,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Afghanistan,1987,AFG,South Asia,Low income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,0,0,0,-1.641350498,0,1,1,0,0,1,0,NA,0,0,0.416666667,0.166666667,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Afghanistan,1988,AFG,South Asia,Low income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0.166666667,0.166666667,0,0,0.166666667,-1.269289346,0,1,1,0,0,1,0,NA,0,0,0.416666667,0.166666667,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Afghanistan,1989,AFG,South Asia,Low income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.8,0.1,0,0,0.166666667,0,0,0,0,0,0,-1.318473526,0,1,1,0,0,1,0,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Afghanistan,1990,AFG,South Asia,Low income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.8,0.1,0,1,0.166666667,0,0,0,0,0,0,-1.328157026,0,1,1,0,0,1,0,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Afghanistan,1991,AFG,South Asia,Low income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.8,0.1,0,2,0.166666667,0,0,0,0,0,0,-1.322757652,0,1,1,0,0,1,0,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Afghanistan,1992,AFG,South Asia,Low income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0,0,NA,1,0.166666667,0.166666667,0,0,0.166666667,-0.596026554,0.7017,1,1,0,0,1,0,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Afghanistan,1993,AFG,South Asia,Low income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0,0,NA,1,0,0,0,0,0,-0.792372397,0.7817,1,1,0,NA,1,0,NA,0,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Afghanistan,1994,AFG,South Asia,Low income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0,0,NA,1,0,0,0,0,0,-0.788449455,0.7817,1,1,0,NA,1,0,NA,0,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Afghanistan,1995,AFG,South Asia,Low income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0,0,NA,1,0,0,0,0,0,-0.788855547,0.7817,1,1,0,NA,1,0,NA,0,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Afghanistan,1996,AFG,South Asia,Low income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.7,0.15,0,0,0,1,0,0,0,0,0,-1.182095863,0,0,0,0,NA,1,0,NA,0,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Afghanistan,1997,AFG,South Asia,Low income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.7,0.15,0,1,0,0,0,0,0,0,0,-1.182101854,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Afghanistan,1998,AFG,South Asia,Low income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.7,0.15,0,2,0,0,0,0,0,0,0,-1.19137028,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Afghanistan,1999,AFG,South Asia,Low income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.7,0.15,0,3,0,0,0,0,0,0,0,-1.17573852,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Afghanistan,2000,AFG,South Asia,Low income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.7,0.15,0,4,0,0,0,0,0,0,0,-1.363046906,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Afghanistan,2001,AFG,South Asia,Low income,117.4096908,4.765669449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,0,0,0,0,0,-1.632199307,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Afghanistan,2002,AFG,South Asia,Low income,187.845095,5.23561766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0.166666667,0.166666667,0,0,0.166666667,-0.877518803,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Afghanistan,2003,AFG,South Asia,Low income,198.7285436,5.291939791,8.444163227,NA,3.343150039,NA,NA,NA,NA,NA,11.71567237,NA,NA,NA,0,0,NA,0,0.166666667,0.166666667,0,0,0.166666667,-0.884849678,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Afghanistan,2004,AFG,South Asia,Low income,219.1413528,5.389716968,1.055555787,8.444163227,-3.361110893,3.343150039,NA,NA,NA,NA,11.2427294,NA,NA,NA,0,0,NA,0,0.166666667,0.333333333,0,0,0.25,-0.702415598,0,0,1,0,NA,NA,NA,NA,0,1,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Afghanistan,2005,AFG,South Asia,Low income,250.2941299,5.522636746,11.17527024,1.055555787,6.954473818,-3.361110893,NA,NA,NA,NA,10.90026799,NA,NA,NA,0,0,NA,0,0.333333333,0.333333333,0.5,0,0.333333333,-0.23102858,0,0,1,0,NA,NA,NA,NA,1,0,0,0,1,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Afghanistan,2006,AFG,South Asia,Low income,272.563077,5.607870063,5.554137623,11.17527024,2.200612989,6.954473818,NA,NA,NA,NA,7.171260735,NA,NA,NA,0,0,NA,0,0.333333333,0.333333333,0.5,0,0.333333333,-0.312526285,0,0,1,0,NA,NA,0,NA,0,0,0.5,1,1,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Afghanistan,2007,AFG,South Asia,Low income,369.835796,5.913059113,13.74020499,5.554137623,10.64918383,2.200612989,NA,NA,NA,NA,22.38201578,NA,NA,NA,0,0,NA,0,0.333333333,0.333333333,0.5,0,0.333333333,-0.228373077,NA,0,1,0,NA,NA,0,NA,0,0,0.5,1,1,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Afghanistan,2008,AFG,South Asia,Low income,373.3611163,5.922546092,3.611368392,13.74020499,1.040489085,10.64918383,NA,NA,NA,NA,2.179103285,NA,NA,NA,0,0,NA,0,0.166666667,0.333333333,0,0,0.25,-0.37769607,NA,0,1,0,NA,NA,0,NA,0,0,0.5,1,1,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Afghanistan,2009,AFG,South Asia,Low income,445.8932979,6.100079681,21.02064874,3.611368392,17.951089,1.040489085,NA,NA,NA,NA,-2.107082554,NA,NA,NA,0,0,NA,0,0.166666667,0.166666667,0,0,0.166666667,-0.542272002,NA,0,1,0,NA,NA,0,NA,0,1,0.5,1,1,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Afghanistan,2010,AFG,South Asia,Low income,553.3002894,6.315900873,8.433290482,21.02064874,5.425967848,17.951089,NA,NA,NA,NA,9.437794773,NA,NA,NA,0,0,NA,0,0.166666667,0.166666667,0,0,0.166666667,-0.69390915,NA,0,1,0,NA,NA,0,NA,1,0,0.5,1,1,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Afghanistan,2011,AFG,South Asia,Low income,603.5370231,6.402807386,6.113685169,8.433290482,2.87964757,5.425967848,NA,NA,NA,NA,10.56113929,NA,NA,NA,0,0,NA,0,0.166666667,0.166666667,0,0,0.166666667,-0.84644259,NA,0,1,0,NA,NA,0,NA,0,0,1,1,1,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Afghanistan,2012,AFG,South Asia,Low income,669.0090509,6.505797589,14.43474129,6.113685169,10.75025221,2.87964757,NA,NA,NA,NA,8.304760856,NA,NA,NA,0,0,NA,0,0.166666667,0.166666667,0,0,0.166666667,-0.844970253,NA,0,1,0,NA,NA,0,NA,0,0,1,1,1,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Afghanistan,2013,AFG,South Asia,Low income,638.6125432,6.459297922,3.900574873,14.43474129,0.512509233,10.75025221,NA,NA,NA,NA,3.877905975,NA,NA,NA,0,0,NA,0,0.166666667,0.166666667,0,0,0.166666667,NA,NA,0,1,0,NA,NA,0,NA,0,0,1,1,1,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Afghanistan,2014,AFG,South Asia,Low income,629.3452503,6.444679994,2.690521952,3.900574873,-0.526844934,0.512509233,NA,NA,NA,NA,0.59575845,0.1,0.2,0.45,0,0,0.5,0,0.166666667,0.166666667,0,0,0.166666667,NA,NA,NA,NA,0,NA,NA,0,NA,0,1,1,1,1,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Afghanistan,2015,AFG,South Asia,Low income,569.5779229,6.3448956,1.310040392,2.690521952,-1.628298146,-0.526844934,NA,NA,NA,NA,2.43201733,0.1,0.2,0.45,0,1,0.5,0,0.166666667,0.166666667,0,0,0.166666667,NA,NA,NA,NA,0,NA,NA,0,NA,0,0,1,1,1,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Afghanistan,2016,AFG,South Asia,Low income,561.7787463,6.331108083,2.366711931,1.310040392,-0.349412106,-1.628298146,NA,NA,NA,NA,5.123374899,0.1,0.2,0.45,0,2,0.5,0,0.166666667,0.166666667,0,0,0.166666667,NA,NA,NA,NA,0,NA,NA,0,NA,0,0,1,1,1,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Afghanistan,2017,AFG,South Asia,Low income,NA,NA,NA,2.366711931,NA,-0.349412106,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0.166666667,0.333333333,0,0,0.25,NA,NA,NA,NA,0,NA,NA,0,NA,0,0,1,1,1,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Albania,1975,ALB,Europe & Central Asia,Upper middle income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.9,0.05,0,28,0,0,0,0,0,0,0,-1.311921908,0,1,1,0,0,1,0,NA,0,0,0.333333333,0.333333333,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Albania,1976,ALB,Europe & Central Asia,Upper middle income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.9,0.05,0,29,0,0,0,0,0,0,0,-1.310734377,0,1,1,0,0,1,0,NA,0,0,0.333333333,0.333333333,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Albania,1977,ALB,Europe & Central Asia,Upper middle income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.9,0.05,0,30,0,0,0,0,0,0,0,-1.306411651,0,1,1,0,0,1,0,NA,0,0,0.333333333,0.333333333,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Albania,1978,ALB,Europe & Central Asia,Upper middle income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.9,0.05,0,31,0,0,0,0,0,0,0,-1.308041341,0,1,1,0,0,1,0,NA,0,0,0.333333333,0.333333333,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Albania,1979,ALB,Europe & Central Asia,Upper middle income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.9,0.05,0,32,0,0,0,0,0,0,0,-1.307433294,0,1,1,0,0,1,0,NA,0,0,0.333333333,0.333333333,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Albania,1980,ALB,Europe & Central Asia,Upper middle income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.9,0.05,0,33,0,0,0,0,0,0,0,-1.313447661,0,1,1,0,0,1,0,NA,0,0,0.333333333,0.333333333,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Albania,1981,ALB,Europe & Central Asia,Upper middle income,NA,NA,5.745635292,NA,3.648648547,NA,NA,NA,NA,NA,-2.177360497,0,0.9,0.05,0,34,0,0,NA,NA,NA,NA,NA,-1.314405286,0,1,1,0,0,1,0,NA,0,0,0.333333333,0.333333333,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Albania,1982,ALB,Europe & Central Asia,Upper middle income,NA,NA,2.948596802,5.745635292,0.795840071,3.648648547,NA,NA,NA,NA,-0.017694287,0,0.9,0.05,0,35,0,0,0,0,0,0,0,-1.307907312,0,1,1,0,0,1,0,NA,0,0,0.333333333,0.333333333,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Albania,1983,ALB,Europe & Central Asia,Upper middle income,NA,NA,1.104938262,2.948596802,-1.016802172,0.795840071,NA,NA,NA,NA,-0.016747291,0,0.9,0.05,0,36,0,0,0,0,0,0,0,-1.471433887,0,1,1,0,0,1,0,NA,0,0,0.333333333,0.333333333,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Albania,1984,ALB,Europe & Central Asia,Upper middle income,662.5200523,6.496050825,-1.251596645,1.104938262,-3.307497203,-1.016802172,NA,NA,NA,NA,-0.028354047,0,0.9,0.05,0,37,0,0,0,0,0,0,0,-1.472100365,0,1,1,0,0,1,0,NA,0,0,0.333333333,0.333333333,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Albania,1985,ALB,Europe & Central Asia,Upper middle income,662.9147926,6.496646464,1.78064396,-1.251596645,-0.290595348,-3.307497203,NA,NA,NA,NA,0.351197543,0,0.9,0.05,0,38,0,0,0,0,0,0,0,-1.58096686,0,1,1,0,0,1,0,NA,0,0,0.333333333,0.333333333,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Albania,1986,ALB,Europe & Central Asia,Upper middle income,719.1572957,6.578080104,5.637243178,1.78064396,3.614655544,-0.290595348,NA,NA,NA,NA,-2.378001116,0,0.9,0.05,0,39,0,0,0,0,0,0,0,-1.473790245,0,1,1,0,0,1,0,NA,0,0,0.333333333,0.333333333,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Albania,1987,ALB,Europe & Central Asia,Upper middle income,699.3842921,6.550200365,-0.787842655,5.637243178,-2.74949638,3.614655544,NA,NA,NA,NA,2.86E-05,0,0.9,0.05,0,40,0,0,0,0,0,0,0,-1.475835149,0,1,1,0,0,1,0,NA,0,0,0.333333333,0.333333333,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Albania,1988,ALB,Europe & Central Asia,Upper middle income,676.5667325,6.517031087,-1.420039655,-0.787842655,-3.262522334,-2.74949638,NA,NA,NA,NA,1.35E-06,0,0.9,0.05,0,41,0,0,0,0,0,0,0,-1.475649774,0,1,1,0,0,1,0,NA,0,0,0.333333333,0.333333333,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Albania,1989,ALB,Europe & Central Asia,Upper middle income,723.4096102,6.583975604,9.83654897,-1.420039655,6.923617284,-3.262522334,NA,NA,NA,NA,-1.87E-06,0,0.9,0.05,0,42,0,0,0,0,0,0,0,-1.473051814,0,1,1,0,0,1,0,NA,0,0,0.333333333,0.333333333,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Albania,1990,ALB,Europe & Central Asia,Upper middle income,639.4638993,6.460630168,-9.575640169,9.83654897,-11.1879053,6.923617284,NA,NA,NA,NA,-0.468707384,0.3,0.2,0.55,1,0,0.333333333,0,0.166666667,0,0,0,0.083333333,-0.658026413,0,1,1,0,0,1,0,NA,0,0,0.333333333,0.333333333,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Albania,1991,ALB,Europe & Central Asia,Upper middle income,348.7113178,5.85424441,-29.5889977,-9.575640169,-29.16327149,-11.1879053,NA,NA,NA,NA,38.56834211,0.3,0.2,0.55,1,0,0.333333333,0,0.5,0.5,0.5,0,0.5,0.155710783,0,2,2,0,0,1,0,NA,1,0,0.333333333,0.333333333,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Albania,1992,ALB,Europe & Central Asia,Upper middle income,218.4921659,5.38675016,-7.199999986,-29.5889977,-6.635518685,-29.16327149,NA,NA,NA,NA,249.6834375,0.6,0.1,0.75,1,0,0.666666667,0,0.666666667,0.5,0.5,0,0.583333333,0.249558312,0.4917,2,2,1,0,1,0,NA,1,0,1,1,1,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Albania,1993,ALB,Europe & Central Asia,Upper middle income,380.5273711,5.941558109,9.600000045,-7.199999986,10.27078613,-6.635518685,NA,NA,NA,NA,114.8356476,0.6,0.1,0.75,1,1,0.666666667,0,0.5,0.833333333,0.5,0,0.666666667,0.291138771,0.4917,2,2,1,1,1,0,NA,0,0,1,1,1,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Albania,1994,ALB,Europe & Central Asia,Upper middle income,619.0651634,6.428210539,8.29999998,9.600000045,8.96687739,10.27078613,NA,NA,NA,NA,38.41649482,0.6,0.1,0.75,1,2,0.666666667,0,0.5,0.666666667,0.5,0,0.583333333,0.294201683,0.4917,2,2,1,1,1,0,NA,0,0,1,1,1,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Albania,1995,ALB,Europe & Central Asia,Upper middle income,760.5593758,6.634054183,13.29999999,8.29999998,14.00202422,8.96687739,35.28888344,NA,NA,NA,5.573307455,0.6,0.1,0.75,1,3,0.666666667,0,0.5,0.666666667,0.5,0,0.583333333,0.253683164,0.4917,2,2,1,1,1,0,NA,0,0,1,1,1,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
