Country.Name,Country Code,Indicator Name,Indicator Code,year,inflation,cown
Afghanistan,AFG,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2000,NA,700
Afghanistan,AFG,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2001,NA,700
Afghanistan,AFG,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2002,NA,700
Afghanistan,AFG,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2003,11.71567237,700
Afghanistan,AFG,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2004,11.2427294,700
Afghanistan,AFG,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2005,10.90026799,700
Afghanistan,AFG,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2006,7.171260735,700
Afghanistan,AFG,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2007,22.38201578,700
Afghanistan,AFG,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2008,2.179103285,700
Afghanistan,AFG,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2009,-2.107082554,700
Afghanistan,AFG,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2010,9.437794773,700
Afghanistan,AFG,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2011,10.56113929,700
Afghanistan,AFG,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2012,8.304760856,700
Afghanistan,AFG,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2013,3.877905975,700
Afghanistan,AFG,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2014,0.59575845,700
Afghanistan,AFG,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2015,2.43201733,700
Afghanistan,AFG,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2016,5.123374899,700
Afghanistan,AFG,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2017,NA,700
Albania,ALB,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1960,NA,339
Albania,ALB,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1961,NA,339
Albania,ALB,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1962,NA,339
Albania,ALB,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1963,NA,339
Albania,ALB,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1964,NA,339
Albania,ALB,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1965,NA,339
Albania,ALB,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1966,NA,339
Albania,ALB,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1967,NA,339
Albania,ALB,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1968,NA,339
Albania,ALB,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1969,NA,339
Albania,ALB,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1970,NA,339
Albania,ALB,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1971,NA,339
Albania,ALB,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1972,NA,339
Albania,ALB,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1973,NA,339
Albania,ALB,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1974,NA,339
Albania,ALB,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1975,NA,339
Albania,ALB,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1976,NA,339
Albania,ALB,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1977,NA,339
Albania,ALB,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1978,NA,339
Albania,ALB,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1979,NA,339
Albania,ALB,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1980,NA,339
Albania,ALB,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1981,-2.177360497,339
Albania,ALB,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1982,-0.017694287,339
Albania,ALB,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1983,-0.016747291,339
Albania,ALB,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1984,-0.028354047,339
Albania,ALB,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1985,0.351197543,339
Albania,ALB,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1986,-2.378001116,339
Albania,ALB,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1987,2.86E-05,339
Albania,ALB,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1988,1.35E-06,339
Albania,ALB,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1989,-1.87E-06,339
Albania,ALB,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1990,-0.468707384,339
Albania,ALB,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1991,38.56834211,339
Albania,ALB,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1992,249.6834375,339
Albania,ALB,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1993,114.8356476,339
Albania,ALB,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1994,38.41649482,339
Albania,ALB,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1995,5.573307455,339
Albania,ALB,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1996,41.27559451,339
Albania,ALB,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1997,12.08870589,339
Albania,ALB,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1998,8.432367822,339
Albania,ALB,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1999,1.533330791,339
Albania,ALB,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2000,3.981288045,339
Albania,ALB,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2001,3.328851082,339
Albania,ALB,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2002,2.410589719,339
Albania,ALB,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2003,5.379724414,339
Albania,ALB,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2004,2.357084176,339
Albania,ALB,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2005,2.621017641,339
Albania,ALB,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2006,2.696049249,339
Albania,ALB,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2007,3.57619481,339
Albania,ALB,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2008,7.630324712,339
Albania,ALB,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2009,2.420047478,339
Albania,ALB,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2010,4.4899232,339
Albania,ALB,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2011,2.310040589,339
Albania,ALB,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2012,1.039992951,339
Albania,ALB,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2013,0.28997376,339
Albania,ALB,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2014,1.549997621,339
Albania,ALB,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2015,0.100031224,339
Albania,ALB,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2016,-0.211713212,339
Albania,ALB,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2017,NA,339
Algeria,DZA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1960,NA,615
Algeria,DZA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1961,3.471720285,615
Algeria,DZA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1962,2.351279051,615
Algeria,DZA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1963,0.549331891,615
Algeria,DZA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1964,1.695182816,615
Algeria,DZA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1965,1.501331458,615
Algeria,DZA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1966,1.817814542,615
Algeria,DZA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1967,1.312041019,615
Algeria,DZA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1968,3.142056297,615
Algeria,DZA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1969,1.921084544,615
Algeria,DZA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1970,4.940445732,615
Algeria,DZA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1971,17.15196385,615
Algeria,DZA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1972,-4.606461017,615
Algeria,DZA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1973,9.627611644,615
Algeria,DZA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1974,48.89659042,615
Algeria,DZA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1975,5.914022109,615
Algeria,DZA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1976,10.84059272,615
Algeria,DZA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1977,11.92709942,615
Algeria,DZA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1978,10.08512107,615
Algeria,DZA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1979,13.98783792,615
Algeria,DZA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1980,25.86203876,615
Algeria,DZA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1981,14.35399949,615
Algeria,DZA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1982,1.939794207,615
Algeria,DZA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1983,6.804795888,615
Algeria,DZA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1984,8.433505562,615
Algeria,DZA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1985,4.972526402,615
Algeria,DZA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1986,2.405343253,615
Algeria,DZA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1987,8.842020422,615
Algeria,DZA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1988,9.060963477,615
Algeria,DZA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1989,16.01137352,615
Algeria,DZA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1990,30.25959854,615
Algeria,DZA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1991,53.78860417,615
Algeria,DZA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1992,21.92611453,615
Algeria,DZA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1993,13.62442466,615
Algeria,DZA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1994,29.07764732,615
Algeria,DZA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1995,28.57703753,615
Algeria,DZA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1996,24.02190407,615
Algeria,DZA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1997,7.001963049,615
Algeria,DZA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1998,-3.131088699,615
Algeria,DZA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1999,10.856323,615
Algeria,DZA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2000,22.65476747,615
Algeria,DZA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2001,-0.481507974,615
Algeria,DZA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2002,1.311488107,615
Algeria,DZA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2003,8.328835734,615
Algeria,DZA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2004,12.24587584,615
Algeria,DZA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2005,16.11681869,615
Algeria,DZA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2006,10.56356014,615
Algeria,DZA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2007,6.423261755,615
Algeria,DZA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2008,15.35548006,615
Algeria,DZA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2009,-11.18979348,615
Algeria,DZA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2010,16.08171712,615
Algeria,DZA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2011,18.24090967,615
Algeria,DZA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2012,7.481337601,615
Algeria,DZA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2013,-0.061844145,615
Algeria,DZA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2014,-0.290131471,615
Algeria,DZA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2015,-6.571977498,615
Algeria,DZA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2016,0.889903894,615
Algeria,DZA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2017,NA,615
American Samoa,ASM,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1960,NA,NA
American Samoa,ASM,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1961,NA,NA
American Samoa,ASM,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1962,NA,NA
American Samoa,ASM,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1963,NA,NA
American Samoa,ASM,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1964,NA,NA
American Samoa,ASM,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1965,NA,NA
American Samoa,ASM,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1966,NA,NA
American Samoa,ASM,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1967,NA,NA
American Samoa,ASM,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1968,NA,NA
American Samoa,ASM,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1969,NA,NA
American Samoa,ASM,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1970,NA,NA
American Samoa,ASM,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1971,NA,NA
American Samoa,ASM,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1972,NA,NA
American Samoa,ASM,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1973,NA,NA
American Samoa,ASM,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1974,NA,NA
American Samoa,ASM,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1975,NA,NA
American Samoa,ASM,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1976,NA,NA
American Samoa,ASM,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1977,NA,NA
American Samoa,ASM,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1978,NA,NA
American Samoa,ASM,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1979,NA,NA
American Samoa,ASM,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1980,NA,NA
American Samoa,ASM,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1981,NA,NA
American Samoa,ASM,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1982,NA,NA
American Samoa,ASM,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1983,NA,NA
American Samoa,ASM,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1984,NA,NA
American Samoa,ASM,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1985,NA,NA
American Samoa,ASM,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1986,NA,NA
American Samoa,ASM,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1987,NA,NA
American Samoa,ASM,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1988,NA,NA
American Samoa,ASM,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1989,NA,NA
American Samoa,ASM,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1990,NA,NA
American Samoa,ASM,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1991,NA,NA
American Samoa,ASM,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1992,NA,NA
American Samoa,ASM,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1993,NA,NA
American Samoa,ASM,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1994,NA,NA
American Samoa,ASM,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1995,NA,NA
American Samoa,ASM,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1996,NA,NA
American Samoa,ASM,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1997,NA,NA
American Samoa,ASM,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1998,NA,NA
American Samoa,ASM,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1999,NA,NA
American Samoa,ASM,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2000,NA,NA
American Samoa,ASM,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2001,NA,NA
American Samoa,ASM,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2002,NA,NA
American Samoa,ASM,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2003,1.701221779,NA
American Samoa,ASM,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2004,-3.366533814,NA
American Samoa,ASM,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2005,-1.361674647,NA
American Samoa,ASM,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2006,2.895669461,NA
American Samoa,ASM,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2007,2.819807428,NA
American Samoa,ASM,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2008,11.17476097,NA
American Samoa,ASM,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2009,25.75488455,NA
American Samoa,ASM,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2010,-15.4185022,NA
American Samoa,ASM,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2011,-0.639031235,NA
American Samoa,ASM,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2012,17.3495686,NA
American Samoa,ASM,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2013,2.355602289,NA
American Samoa,ASM,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2014,-0.626945515,NA
American Samoa,ASM,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2015,1.224997424,NA
American Samoa,ASM,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2016,2.534046599,NA
American Samoa,ASM,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2017,NA,NA
Andorra,AND,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1960,NA,232
Andorra,AND,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1961,NA,232
Andorra,AND,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1962,NA,232
Andorra,AND,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1963,NA,232
Andorra,AND,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1964,NA,232
Andorra,AND,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1965,NA,232
Andorra,AND,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1966,NA,232
Andorra,AND,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1967,NA,232
Andorra,AND,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1968,NA,232
Andorra,AND,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1969,NA,232
Andorra,AND,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1970,NA,232
Andorra,AND,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1971,7.845870992,232
Andorra,AND,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1972,8.518077713,232
Andorra,AND,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1973,11.84943386,232
Andorra,AND,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1974,15.9452013,232
