Country.Name,Country Code,cown,Indicator Name,Indicator Code,year,realgdpgr
Albania,ALB,339,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1975,NA
Albania,ALB,339,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,NA
Albania,ALB,339,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,NA
Albania,ALB,339,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1978,NA
Albania,ALB,339,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1979,NA
Albania,ALB,339,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1980,NA
Albania,ALB,339,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1981,5.745635292
Albania,ALB,339,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1982,2.948596802
Albania,ALB,339,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1983,1.104938262
Albania,ALB,339,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1984,-1.251596645
Albania,ALB,339,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1985,1.78064396
Albania,ALB,339,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,5.637243178
Albania,ALB,339,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1987,-0.787842655
Albania,ALB,339,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1988,-1.420039655
Albania,ALB,339,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1989,9.83654897
Albania,ALB,339,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1990,-9.575640169
Albania,ALB,339,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1991,-29.5889977
Albania,ALB,339,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1992,-7.199999986
Albania,ALB,339,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1993,9.600000045
Albania,ALB,339,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1994,8.29999998
Albania,ALB,339,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1995,13.29999999
Albania,ALB,339,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1996,9.100000008
Albania,ALB,339,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1997,-10.83785574
Albania,ALB,339,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1998,9.00885254
Albania,ALB,339,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1999,13.50117338
Albania,ALB,339,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,6.666620499
Albania,ALB,339,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2001,7.940331425
Albania,ALB,339,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2002,4.231371018
Albania,ALB,339,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,5.773490561
Albania,ALB,339,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2004,5.709556596
Albania,ALB,339,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2005,5.720819947
Albania,ALB,339,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2006,5.431012739
Albania,ALB,339,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2007,5.9
Albania,ALB,339,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2008,3.760853683
Albania,ALB,339,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2009,3.352610243
Albania,ALB,339,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2010,3.710057793
Albania,ALB,339,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2011,2.55016086
Albania,ALB,339,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2012,1.419967541
Albania,ALB,339,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2013,1.0007546
Albania,ALB,339,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2014,1.774368743
Albania,ALB,339,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2015,2.226581414
Albania,ALB,339,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2016,3.369988612
Albania,ALB,339,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,NA
Algeria,DZA,615,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1960,NA
Algeria,DZA,615,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,-13.60544133
Algeria,DZA,615,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1962,-19.68504183
Algeria,DZA,615,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1963,34.31372878
Algeria,DZA,615,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1964,5.839413007
Algeria,DZA,615,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1965,6.20689821
Algeria,DZA,615,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1966,-4.804970943
Algeria,DZA,615,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1967,9.452962563
Algeria,DZA,615,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1968,10.79623857
Algeria,DZA,615,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1969,8.433280282
Algeria,DZA,615,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1970,8.862657109
Algeria,DZA,615,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1971,-11.33171917
Algeria,DZA,615,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1972,27.42396948
Algeria,DZA,615,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1973,3.813176297
Algeria,DZA,615,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1974,7.494917703
Algeria,DZA,615,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1975,5.045341613
Algeria,DZA,615,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,8.386756484
Algeria,DZA,615,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,5.258585987
Algeria,DZA,615,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1978,9.214835701
Algeria,DZA,615,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1979,7.47782655
Algeria,DZA,615,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1980,0.790606973
Algeria,DZA,615,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1981,2.999996087
Algeria,DZA,615,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1982,6.400004116
Algeria,DZA,615,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1983,5.400003024
Algeria,DZA,615,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1984,5.59999653
Algeria,DZA,615,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1985,3.699997255
Algeria,DZA,615,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,0.400001003
Algeria,DZA,615,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1987,-0.699997526
Algeria,DZA,615,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1988,-1.00000549
Algeria,DZA,615,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1989,4.40000216
Algeria,DZA,615,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1990,0.80000058
Algeria,DZA,615,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1991,-1.200000584
Algeria,DZA,615,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1992,1.800002301
Algeria,DZA,615,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1993,-2.100000759
Algeria,DZA,615,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1994,-0.899996549
Algeria,DZA,615,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1995,3.79999479
Algeria,DZA,615,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1996,4.09999847
Algeria,DZA,615,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1997,1.099999938
Algeria,DZA,615,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1998,5.100003611
Algeria,DZA,615,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1999,3.200001551
Algeria,DZA,615,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,3.819678496
Algeria,DZA,615,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2001,3.008395466
Algeria,DZA,615,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2002,5.60932319
Algeria,DZA,615,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,7.201872244
Algeria,DZA,615,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2004,4.301624264
Algeria,DZA,615,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2005,5.907791268
Algeria,DZA,615,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2006,1.684488319
Algeria,DZA,615,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2007,3.372875154
Algeria,DZA,615,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2008,2.360134861
Algeria,DZA,615,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2009,1.632243838
Algeria,DZA,615,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2010,3.634145353
Algeria,DZA,615,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2011,2.891865995
Algeria,DZA,615,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2012,3.374768651
Algeria,DZA,615,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2013,2.767638867
Algeria,DZA,615,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2014,3.789121212
Algeria,DZA,615,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2015,3.763466958
Algeria,DZA,615,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2016,3.3
Algeria,DZA,615,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,NA
American Samoa,ASM,NA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1960,NA
American Samoa,ASM,NA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,NA
American Samoa,ASM,NA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1962,NA
American Samoa,ASM,NA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1963,NA
American Samoa,ASM,NA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1964,NA
American Samoa,ASM,NA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1965,NA
American Samoa,ASM,NA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1966,NA
American Samoa,ASM,NA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1967,NA
American Samoa,ASM,NA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1968,NA
American Samoa,ASM,NA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1969,NA
American Samoa,ASM,NA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1970,NA
American Samoa,ASM,NA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1971,NA
American Samoa,ASM,NA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1972,NA
American Samoa,ASM,NA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1973,NA
American Samoa,ASM,NA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1974,NA
American Samoa,ASM,NA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1975,NA
American Samoa,ASM,NA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,NA
American Samoa,ASM,NA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,NA
American Samoa,ASM,NA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1978,NA
American Samoa,ASM,NA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1979,NA
American Samoa,ASM,NA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1980,NA
American Samoa,ASM,NA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1981,NA
American Samoa,ASM,NA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1982,NA
American Samoa,ASM,NA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1983,NA
American Samoa,ASM,NA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1984,NA
American Samoa,ASM,NA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1985,NA
American Samoa,ASM,NA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,NA
American Samoa,ASM,NA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1987,NA
American Samoa,ASM,NA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1988,NA
American Samoa,ASM,NA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1989,NA
American Samoa,ASM,NA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1990,NA
American Samoa,ASM,NA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1991,NA
American Samoa,ASM,NA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1992,NA
American Samoa,ASM,NA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1993,NA
American Samoa,ASM,NA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1994,NA
American Samoa,ASM,NA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1995,NA
American Samoa,ASM,NA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1996,NA
American Samoa,ASM,NA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1997,NA
American Samoa,ASM,NA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1998,NA
American Samoa,ASM,NA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1999,NA
American Samoa,ASM,NA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,NA
American Samoa,ASM,NA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2001,NA
American Samoa,ASM,NA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2002,NA
American Samoa,ASM,NA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,0.814111262
American Samoa,ASM,NA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2004,0.538358008
American Samoa,ASM,NA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2005,-0.401606426
American Samoa,ASM,NA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2006,-4.166666667
American Samoa,ASM,NA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2007,1.963534362
American Samoa,ASM,NA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2008,-2.613480055
American Samoa,ASM,NA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2009,-4.237288136
American Samoa,ASM,NA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2010,0.442477876
American Samoa,ASM,NA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2011,0.293685756
American Samoa,ASM,NA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2012,-4.39238653
American Samoa,ASM,NA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2013,-2.756508423
American Samoa,ASM,NA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2014,0.94488189
American Samoa,ASM,NA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2015,1.248049922
American Samoa,ASM,NA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2016,-2.619414484
American Samoa,ASM,NA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,NA
Andorra,AND,232,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1960,NA
Andorra,AND,232,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,NA
Andorra,AND,232,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1962,NA
Andorra,AND,232,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1963,NA
Andorra,AND,232,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1964,NA
Andorra,AND,232,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1965,NA
Andorra,AND,232,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1966,NA
Andorra,AND,232,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1967,NA
Andorra,AND,232,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1968,NA
Andorra,AND,232,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1969,NA
Andorra,AND,232,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1970,NA
Andorra,AND,232,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1971,4.649465361
Andorra,AND,232,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1972,8.149743489
Andorra,AND,232,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1973,7.788467203
Andorra,AND,232,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1974,5.61878973
Andorra,AND,232,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1975,0.542205659
Andorra,AND,232,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,3.30378705
Andorra,AND,232,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,2.838575566
Andorra,AND,232,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1978,1.463000179
Andorra,AND,232,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1979,0.041557195
Andorra,AND,232,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1980,2.208727607
Andorra,AND,232,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1981,-0.132474511
Andorra,AND,232,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1982,1.246461113
Andorra,AND,232,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1983,1.770118317
Andorra,AND,232,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1984,1.784686694
Andorra,AND,232,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1985,2.321433032
Andorra,AND,232,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,3.253321778
Andorra,AND,232,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1987,5.547122171
Andorra,AND,232,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1988,5.094326203
Andorra,AND,232,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1989,4.827034244
Andorra,AND,232,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1990,3.78138759
Andorra,AND,232,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1991,2.546002872
Andorra,AND,232,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1992,0.929211956
Andorra,AND,232,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1993,-1.031484011
Andorra,AND,232,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1994,2.383187691
Andorra,AND,232,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1995,2.757499187
Andorra,AND,232,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1996,4.649740149
Andorra,AND,232,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1997,9.067672199
Andorra,AND,232,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1998,3.194790296
Andorra,AND,232,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1999,4.099080837
Andorra,AND,232,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,3.528361297
Andorra,AND,232,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2001,4.54676832
Andorra,AND,232,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2002,6.471014671
Andorra,AND,232,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,12.16871989
Andorra,AND,232,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2004,7.64786979
Andorra,AND,232,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2005,7.396982715
Andorra,AND,232,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2006,4.536353119
Andorra,AND,232,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2007,0.040011067
Andorra,AND,232,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2008,-8.590003787
Andorra,AND,232,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2009,-3.69065351
Andorra,AND,232,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2010,-5.358825775
Andorra,AND,232,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2011,-4.646543052
Andorra,AND,232,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2012,-1.615218183
Andorra,AND,232,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2013,0.351645002
Andorra,AND,232,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2014,2.277683153
Andorra,AND,232,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2015,0.842203518
