iso,cown,country,region,income_group,year,gdppccurr,gdpgr,gdppcgr,inflation.x,imf_debt,wb_debt,imf_balance,oecd_balance,democ,autoc,polity2,durable,xconst,sf,cl,pr.x,status,fh_score,uds_mean,partyfrac,regime_type,effexec,parliaresp,legiseff,legisselec,system,prtyin,execrlc,allhouse,totalseats,oppmajh,oppmajs,legelec,exelec,liec,eiec,ssh,pluralty,pr.y,housesys,sensys,cpds,eu,cab_right,cab_cent,cab_left,cab_leaning,party_right,party_cent,party_left,womenpar,instcons,fed,pres,repres,bic,kaopen,openc,realgdpgr,inflation.y,debt,deficit,pbal,interest,unemp,sstran,postfisc_gini
COL,100,Colombia,Latin America & Caribbean,Upper middle income,2004,2740.249442,5.333022067,3.922772027,7.283033407,NA,NA,NA,-3.480286715,7,0,7,47,6,0,4,4,PF,8,0.166758908,8593,1,2,0,3,2,0,NA,NA,NA,161,0,0,0,0,7,7,0.38,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COL,100,Colombia,Latin America & Caribbean,Upper middle income,2005,3386.025634,4.706555934,3.34837565,5.557541217,NA,NA,NA,-3.332000611,7,0,7,48,6,0,3,3,PF,6,0.216353194,8593,1,2,0,3,2,0,NA,NA,NA,161,0,0,0,0,7,7,0.38,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COL,100,Colombia,Latin America & Caribbean,Upper middle income,2006,3709.078764,6.697515258,5.3585839,5.775091062,36.8,NA,-1,-1.908058911,7,0,7,49,6,0,3,3,PF,6,0.298616531,8659,1,2,0,3,2,0,NA,NA,NA,161,0,0,1,1,7,7,0.38,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COL,100,Colombia,Latin America & Caribbean,Upper middle income,2007,4674.219528,6.900627655,5.602510274,5.039757332,32.7,NA,-0.8,-1.580014476,7,0,7,50,6,0,3,3,PF,6,0.238306402,NA,1,2,0,2,2,0,NA,NA,NA,166,0,0,0,0,7,7,0.38,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COL,100,Colombia,Latin America & Caribbean,Upper middle income,2008,5433.720425,3.546804886,2.331562335,7.555699507,30.9,64.76493636,-0.3,-1.865911803,7,0,7,51,6,0,4,3,PF,7,0.368246772,NA,1,2,0,2,2,0,NA,NA,NA,166,0,0,0,0,7,7,0.38,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COL,100,Colombia,Latin America & Caribbean,Upper middle income,2009,5148.422106,1.651549245,0.499676781,3.407906932,35.2,68.57884046,-2.8,-1.012192681,7,0,7,52,6,0,4,3,PF,7,0.205138793,NA,1,2,0,2,2,0,NA,NA,NA,166,0,0,0,0,7,7,0.38,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COL,100,Colombia,Latin America & Caribbean,Upper middle income,2010,6250.654926,3.971800705,2.835318278,3.856258895,36.4,72.33779316,-3.3,-2.182322673,7,0,7,53,6,0,4,3,PF,7,0.33520673,NA,1,2,0,2,2,0,NA,NA,NA,166,0,0,1,1,7,7,0.38,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COL,100,Colombia,Latin America & Caribbean,Upper middle income,2011,7227.739797,6.589511516,5.467383464,6.725211717,35.7,62.77180937,-2,-0.974037497,7,0,7,54,6,0,4,3,PF,7,0.397936443,NA,1,2,0,2,2,0,1,NA,0,166,0,0,0,0,7,7,0.38,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COL,100,Colombia,Latin America & Caribbean,Upper middle income,2012,7884.984375,4.043943806,2.990156958,2.988986956,34.1,65.45031299,0.1,-0.620257738,7,0,7,55,6,0,4,3,PF,7,0.399852331,NA,1,2,0,2,2,0,2,NA,0,166,0,0,0,0,7,7,0.38,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COL,100,Colombia,Latin America & Caribbean,Upper middle income,2013,8030.585914,4.874065579,3.851738521,1.992707158,37.8,67.44253628,-0.9,-2.359615875,7,0,7,56,6,0,4,3,PF,7,NA,NA,1,2,0,2,2,0,3,NA,0,166,0,0,0,0,7,7,0.38,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COL,100,Colombia,Latin America & Caribbean,Upper middle income,2014,7913.383242,4.39360834,3.412994223,2.069740604,43.7,80.29752161,-1.8,-3.174232067,7,0,7,57,6,0,4,3,PF,7,NA,NA,NA,NA,NA,NA,NA,0,4,NA,0,166,0,0,1,1,7,7,0.38,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COL,100,Colombia,Latin America & Caribbean,Upper middle income,2015,6044.525655,3.052016573,2.11871999,2.453469416,50.6,67.1165461,-3.4,-3.20838421,7,0,7,58,6,0,4,3,PF,7,NA,NA,NA,NA,NA,NA,NA,0,5,NA,0,166,0,0,0,0,7,7,0.38,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COL,100,Colombia,Latin America & Caribbean,Upper middle income,2016,5805.605385,1.960049844,1.069985442,5.852431958,50.7,57.4793133,-3,NA,7,0,7,59,6,0,3,3,PF,6,NA,NA,NA,NA,NA,NA,NA,0,6,NA,0,166,0,0,0,0,7,7,0.38,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COL,100,Colombia,Latin America & Caribbean,Upper middle income,2017,NA,NA,NA,NA,49.4,NA,-3.1,NA,NA,NA,NA,NA,NA,NA,3,3,PF,6,NA,NA,NA,NA,NA,NA,NA,0,7,NA,0,166,0,0,0,0,7,7,0.38,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VEN,101,Venezuela,Latin America & Caribbean,Upper middle income,1975,2342.909352,2.89625778,0.070192868,4.957078688,NA,NA,NA,NA,9,0,9,6,6,0,2,2,F,4,0.783488599,6744,1,2,0,3,2,0,2,NA,1,192,0,0,0,0,7,6.5,0.19,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VEN,101,Venezuela,Latin America & Caribbean,Upper middle income,1976,2633.8634,7.727739847,4.762650508,7.307798186,NA,NA,NA,NA,9,0,9,7,6,0,2,1,F,3,0.856281745,6744,1,2,0,3,2,0,3,NA,1,192,0,0,0,0,7,6.5,0.19,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VEN,101,Venezuela,Latin America & Caribbean,Upper middle income,1977,2991.495363,6.270783513,3.347352642,9.899503532,NA,NA,NA,NA,9,0,9,8,6,0,2,1,F,3,0.786568983,6744,1,2,0,3,2,0,4,NA,1,192,0,0,0,0,7,6.5,0.19,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VEN,101,Venezuela,Latin America & Caribbean,Upper middle income,1978,3196.112637,2.346896372,-0.458349138,7.331921194,NA,NA,NA,NA,9,0,9,9,6,0,2,1,F,3,0.905906996,6051,1,2,0,3,2,0,5,NA,1,192,0,0,1,1,7,6.5,0.19,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VEN,101,Venezuela,Latin America & Caribbean,Upper middle income,1979,3727.183122,0.764355145,-1.974172593,18.9647066,NA,NA,NA,NA,9,0,9,10,6,0,2,1,F,3,0.910096004,6051,1,2,0,3,2,0,1,NA,1,182,0,0,0,0,7,7,0.19,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VEN,101,Venezuela,Latin America & Caribbean,Upper middle income,1980,4367.726156,-4.421322364,-6.988811173,25.9909862,NA,NA,NA,NA,9,0,9,11,6,0,2,1,F,3,0.806682074,6051,1,2,0,3,2,0,2,NA,1,182,0,0,0,0,7,7,0.19,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VEN,101,Venezuela,Latin America & Caribbean,Upper middle income,1981,4781.633082,-0.362810903,-3.004431158,12.86751197,NA,NA,NA,NA,9,0,9,12,6,0,NA,NA,NA,NA,0.909296061,6051,1,2,0,3,2,0,3,NA,1,182,0,0,0,0,7,7,0.19,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VEN,101,Venezuela,Latin America & Caribbean,Upper middle income,1982,4730.037384,-2.071006071,-4.63689441,3.730850769,NA,NA,NA,NA,9,0,9,13,6,0,2,1,F,3,0.904420804,6051,1,2,0,3,2,0,4,NA,1,182,0,0,0,0,7,7,0.19,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VEN,101,Venezuela,Latin America & Caribbean,Upper middle income,1983,4726.401906,-3.764817123,-6.263462943,6.599991577,NA,NA,NA,NA,9,0,9,14,6,0,2,1,F,3,0.854382056,5688,1,2,0,3,2,0,5,NA,1,182,0,0,1,1,7,7,0.19,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VEN,101,Venezuela,Latin America & Caribbean,Upper middle income,1984,3288.346054,1.442164633,-1.177113634,14.60905093,NA,NA,NA,NA,9,0,9,15,6,0,2,1,F,3,0.852762113,5688,1,2,0,3,2,0,1,NA,1,196,0,0,0,0,7,7,0.19,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VEN,101,Venezuela,Latin America & Caribbean,Upper middle income,1985,3309.090212,0.193300161,-2.383481082,10.45134254,NA,NA,NA,NA,9,0,9,16,6,0,2,1,F,3,0.925011641,5688,1,2,0,3,2,0,2,NA,1,195,0,0,0,0,7,7,0.19,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VEN,101,Venezuela,Latin America & Caribbean,Upper middle income,1986,3272.04241,6.510345028,3.780727844,2.900470473,NA,NA,NA,NA,9,0,9,17,6,0,2,1,F,3,0.854132175,5688,1,2,0,3,2,0,3,NA,1,195,0,0,0,0,7,7,0.19,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VEN,101,Venezuela,Latin America & Caribbean,Upper middle income,1987,2459.285157,3.581649938,0.945496146,33.28644996,NA,NA,NA,NA,9,0,9,18,6,0,2,1,F,3,0.849291706,5688,1,2,0,3,2,0,4,NA,1,195,0,0,0,0,7,7,0.19,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VEN,101,Venezuela,Latin America & Caribbean,Upper middle income,1988,3089.402595,5.82136842,3.165097657,21.76790239,NA,NA,NA,NA,9,0,9,19,6,0,2,1,F,3,0.887661846,6469,1,2,0,3,2,0,5,NA,1,195,0,0,1,1,7,7,0.19,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VEN,101,Venezuela,Latin America & Caribbean,Upper middle income,1989,2172.431028,-8.569882013,-10.81370013,88.68388774,NA,NA,NA,NA,9,0,9,20,6,0,3,1,F,4,0.775624625,6469,1,2,0,3,2,0,6,NA,0,201,0,0,0,0,7,7,0.19,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VEN,101,Venezuela,Latin America & Caribbean,Upper middle income,1990,2367.74317,6.467940853,3.929182468,41.74066058,NA,NA,NA,NA,9,0,9,21,6,0,3,1,F,4,0.801750649,6469,1,2,0,3,2,0,7,NA,0,201,0,0,0,0,7,7,0.19,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
