Country.Name,Country Code,Indicator Name,Indicator Code,year,gdppcgr,cown
Algeria,DZA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1995,1.853423793,615
Algeria,DZA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1996,2.305087245,615
Algeria,DZA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1997,-0.508245296,615
Algeria,DZA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1998,3.544786287,615
Algeria,DZA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1999,1.758011109,615
Algeria,DZA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2000,2.427875701,615
Algeria,DZA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2001,1.676475844,615
Algeria,DZA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2002,4.279453027,615
Algeria,DZA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2003,5.850520833,615
Algeria,DZA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2004,2.943232296,615
Algeria,DZA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2005,4.452752236,615
Algeria,DZA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2006,0.210971674,615
Algeria,DZA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2007,1.799196896,615
Algeria,DZA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2008,0.713952801,615
Algeria,DZA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2009,-0.101599762,615
Algeria,DZA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2010,1.763682018,615
Algeria,DZA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2011,0.930355173,615
Algeria,DZA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2012,1.321109306,615
Algeria,DZA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2013,0.696353667,615
Algeria,DZA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2014,1.733280904,615
Algeria,DZA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2015,1.790253965,615
Algeria,DZA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2016,1.431403437,615
Algeria,DZA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2017,NA,615
American Samoa,ASM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1960,NA,NA
American Samoa,ASM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1961,NA,NA
American Samoa,ASM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1962,NA,NA
American Samoa,ASM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1963,NA,NA
American Samoa,ASM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1964,NA,NA
American Samoa,ASM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1965,NA,NA
American Samoa,ASM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1966,NA,NA
American Samoa,ASM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1967,NA,NA
American Samoa,ASM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1968,NA,NA
American Samoa,ASM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1969,NA,NA
American Samoa,ASM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1970,NA,NA
American Samoa,ASM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1971,NA,NA
American Samoa,ASM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1972,NA,NA
American Samoa,ASM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1973,NA,NA
American Samoa,ASM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1974,NA,NA
American Samoa,ASM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1975,NA,NA
American Samoa,ASM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1976,NA,NA
American Samoa,ASM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1977,NA,NA
American Samoa,ASM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1978,NA,NA
American Samoa,ASM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1979,NA,NA
American Samoa,ASM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1980,NA,NA
American Samoa,ASM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1981,NA,NA
American Samoa,ASM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1982,NA,NA
American Samoa,ASM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1983,NA,NA
American Samoa,ASM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1984,NA,NA
American Samoa,ASM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1985,NA,NA
American Samoa,ASM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1986,NA,NA
American Samoa,ASM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1987,NA,NA
American Samoa,ASM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1988,NA,NA
American Samoa,ASM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1989,NA,NA
American Samoa,ASM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1990,NA,NA
American Samoa,ASM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1991,NA,NA
American Samoa,ASM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1992,NA,NA
American Samoa,ASM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1993,NA,NA
American Samoa,ASM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1994,NA,NA
American Samoa,ASM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1995,NA,NA
American Samoa,ASM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1996,NA,NA
American Samoa,ASM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1997,NA,NA
American Samoa,ASM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1998,NA,NA
American Samoa,ASM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1999,NA,NA
American Samoa,ASM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2000,NA,NA
American Samoa,ASM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2001,NA,NA
American Samoa,ASM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2002,NA,NA
American Samoa,ASM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2003,0.155853114,NA
American Samoa,ASM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2004,0.288979994,NA
American Samoa,ASM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2005,-0.155634548,NA
American Samoa,ASM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2006,-3.401960784,NA
American Samoa,ASM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2007,3.278954291,NA
American Samoa,ASM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2008,-1.122713232,NA
American Samoa,ASM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2009,-2.869663016,NA
American Samoa,ASM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2010,1.507615499,NA
American Samoa,ASM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2011,0.868398308,NA
American Samoa,ASM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2012,-4.236589224,NA
American Samoa,ASM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2013,-2.891893615,NA
American Samoa,ASM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2014,0.708165714,NA
American Samoa,ASM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2015,1.065742541,NA
American Samoa,ASM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2016,-2.728006298,NA
American Samoa,ASM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2017,NA,NA
Andorra,AND,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1960,NA,232
Andorra,AND,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1961,NA,232
Andorra,AND,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1962,NA,232
Andorra,AND,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1963,NA,232
Andorra,AND,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1964,NA,232
Andorra,AND,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1965,NA,232
Andorra,AND,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1966,NA,232
Andorra,AND,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1967,NA,232
Andorra,AND,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1968,NA,232
Andorra,AND,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1969,NA,232
Andorra,AND,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1970,NA,232
Andorra,AND,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1971,-0.603684765,232
Andorra,AND,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1972,2.788907252,232
Andorra,AND,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1973,2.672409324,232
Andorra,AND,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1974,1.010490232,232
Andorra,AND,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1975,-3.33802602,232
Andorra,AND,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1976,-0.18117565,232
Andorra,AND,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1977,-0.280692815,232
Andorra,AND,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1978,-1.442215406,232
Andorra,AND,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1979,-3.064448989,232
Andorra,AND,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1980,-1.330760035,232
Andorra,AND,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1981,-3.948745552,232
Andorra,AND,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1982,-2.931372609,232
Andorra,AND,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1983,-2.595335898,232
Andorra,AND,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1984,-2.598351728,232
Andorra,AND,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1985,-2.023786568,232
Andorra,AND,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1986,-1.001824036,232
Andorra,AND,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1987,1.325672934,232
Andorra,AND,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1988,0.97048769,232
Andorra,AND,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1989,0.801682525,232
Andorra,AND,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1990,-0.142614682,232
Andorra,AND,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1991,-1.366129581,232
Andorra,AND,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1992,-2.87054458,232
Andorra,AND,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1993,-4.412622893,232
Andorra,AND,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1994,-0.403571698,232
Andorra,AND,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1995,0.869722421,232
Andorra,AND,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1996,3.820477136,232
Andorra,AND,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1997,9.123624337,232
Andorra,AND,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1998,3.492427355,232
