country,year,iso,region,income_group,gdppccurr,lgdppc,gdpgr,prevgdpgr,gdppcgr,prevgdppcgr,debt,deltadebt,deficit,spending,pbal,CLI,inflation,legisfrac,parliaresp,legiseff,legisselec,system,prtyin,execrlc,allhouse,oppmajh,oppmajs,legelec,exelec,liec,eiec,ssh,prop_rep,housesys,sensys,cpds,eu,cab_right,cab_cent,cab_left,cab_leaning,party_right,party_cent,party_left,womenpar,inscons,fed,pres,repres,bic,kaopen,openc,pop1564,pop65,interest,unemp,sstran,postfisc_gini,democ,autoc,polity,durable,xcons,state_fail,cl,pr,fh_status,fh_score,uds_mean
Australia,1985,AUS,East Asia & Pacific,High income,11452.65689,9.345977025,5.097235058,6.524823689,3.820021828,3.452794946,NA,NA,-4.894638821,39.7166445,-0.926349159,100.4978,6.734693878,0.5804,3,3,2,2,2,3,0,0,0,0,0,7,7,0.39,1,1,0,1,0,0,0,100,5,0,0,100,5.4,3,1,0,1,4,0.8187919,33.12672,66.13589747,10.26727431,13.95416667,8.258135796,7.030200481,27.6,1,0,1,84,1,0,1,1,1,1,1.570896519
Australia,1986,AUS,East Asia & Pacific,High income,11379.52337,9.339570824,1.943480866,5.097235058,2.407918958,3.820021828,NA,NA,-4.129357367,39.43351378,0.209804541,100.0217,9.050350542,0.5804,3,3,2,2,3,3,0,0,0,0,0,7,7,0.39,1,1,0,1,0,0,0,100,5,0,0,100,5.4,3,1,0,1,4,0.8791946,32.61229,66.4033436,10.50115026,13.41666667,8.080572128,6.870380878,NA,1,0,1,85,1,0,1,1,1,1,1.554261625
Australia,1987,AUS,East Asia & Pacific,High income,11643.94718,9.362541769,5.275105444,1.943480866,1.030043405,2.407918958,NA,NA,-2.376925475,37.22383721,1.780351261,99.754,8.533021625,0.5614,3,3,2,2,4,3,0,0,0,1,0,7,7,0.39,1,1,0,1,0,0,0,100,5,0,0,100,6.1,3,1,0,1,4,0.9395973,32.65261,66.63383408,10.69417657,13.19166667,8.106394768,6.661942005,NA,1,0,1,86,1,0,1,1,1,1,1.557527477
Australia,1988,AUS,East Asia & Pacific,High income,14283.38445,9.566852214,4.513333557,5.275105444,4.060206324,1.030043405,NA,NA,-0.720072317,34.06853157,3.148524728,100.9706,7.215939688,0.5614,3,3,2,2,5,3,0,0,0,0,0,7,7,0.39,1,1,0,1,0,0,0,100,5,0,0,100,6.1,3,1,0,1,4,1,32.15547,66.78951748,10.83574705,12.10416667,7.22580862,6.159496784,NA,1,0,1,87,1,0,1,1,1,1,1.98784829
Australia,1989,AUS,East Asia & Pacific,High income,17838.36312,9.789106649,4.254399058,4.513333557,2.137363796,4.060206324,24.94849868,NA,0.594354785,32.51516846,2.499839258,101.4854,7.533902562,0.5614,3,3,2,2,6,3,0,0,0,0,0,7,7,0.39,1,1,0,1,0,0,0,100,5,0,0,100,6.1,3,1,0,1,4,1,32.26496,66.86522671,10.9816158,13.40833333,6.174987793,6.156442642,28.4,1,0,1,88,1,0,1,1,1,1,1.548989671
Australia,1990,AUS,East Asia & Pacific,High income,18249.28849,9.811881371,1.371501667,4.254399058,2.009850965,2.137363796,24.88153319,-0.06696549,-0.332021197,33.43253723,1.229734987,99.25415,7.333021952,0.5742,3,3,2,2,7,3,0,0,0,1,0,7,7,0.39,1,1,0,1,0,0,0,100,5,0,0,100,6.8,3,1,0,1,4,1,32.2873,66.90103987,11.09502761,13.18,6.925963879,7.011293888,NA,1,0,1,89,1,0,1,1,1,1,1.987228017
Australia,1991,AUS,East Asia & Pacific,High income,18865.34352,9.845081842,-1.293284372,1.371501667,-1.637068681,2.009850965,30.82529279,5.9437596,-2.896513341,35.82973115,-1.433143175,97.54076,3.17667537,0.5742,3,3,2,2,8,3,0,0,0,0,0,7,7,0.39,1,1,0,1,0,0,0,100,5,0,0,100,6.8,3,1,0,1,4,1,33.13531,66.81187192,11.28622169,10.69083333,9.579231262,7.952339649,NA,1,0,1,90,1,0,1,1,1,1,1.990639255
Australia,1992,AUS,East Asia & Pacific,High income,18616.32081,9.831793938,3.010130943,-1.293284372,-0.774858973,-1.637068681,34.97036057,4.14506778,-4.462097602,37.16062633,-2.301795012,99.63978,1.012231126,0.5742,3,3,2,2,9,3,0,0,0,0,0,7,7,0.39,1,1,0,1,0,0,0,100,5,0,0,100,6.8,3,1,0,1,4,1,35.46711,66.73150638,11.45374449,9.22,10.7287674,8.217171669,NA,1,0,1,91,1,0,1,1,1,1,2.002750307
Australia,1993,AUS,East Asia & Pacific,High income,17681.14687,9.780254202,4.160229931,3.010130943,3.048881447,-0.774858973,40.56172551,5.59136494,-2.803580402,36.19258973,-1.432950847,100.4238,1.753653445,0.5865,3,3,2,2,10,3,0,0,0,1,0,7,7,0.39,1,1,0,1,0,0,0,100,5,0,0,100,8.8,3,1,0,1,4,1,36.46915,66.6345336,11.64162177,7.280833333,10.87377262,8.449090958,NA,1,0,1,92,1,0,1,1,1,1,1.552781218
Australia,1994,AUS,East Asia & Pacific,High income,18102.31756,9.803795251,4.642027008,4.160229931,2.956023912,3.048881447,40.35137843,-0.21034708,-2.405323263,36.07656088,-0.499366475,101.9543,1.969634797,0.5865,3,3,2,2,11,3,0,0,0,0,0,7,7,0.39,1,1,0,1,0,0,0,100,5,0,0,100,8.8,3,1,0,1,4,1,37.72337,66.58242067,11.79443976,9.041666667,9.718678474,8.196513176,NA,1,0,1,93,1,0,1,1,1,1,1.554939972
Australia,1995,AUS,East Asia & Pacific,High income,20384.66929,9.922538392,3.491259643,4.642027008,2.641878448,2.956023912,41.73794314,1.38656471,-1.681182035,35.68339589,0.299214902,100.3101,4.6277666,0.5865,3,3,2,2,12,3,0,0,0,0,0,7,7,0.39,1,1,0,1,0,0,0,100,5,0,0,100,9.5,3,1,0,1,4,1,38.21131,66.57039711,11.90224938,9.210895277,8.469256401,8.23870182,28.7,1,0,1,94,1,0,1,1,1,1,1.556925816
Australia,1996,AUS,East Asia & Pacific,High income,21944.15506,9.996256099,3.968126096,3.491259643,2.592040036,2.641878448,39.36977192,-2.36817122,-0.441681662,35.01700275,1.163113424,98.90264,2.615384615,0.6171,3,3,2,2,12,3,0,0,0,1,0,7,7,0.34,1,1,0,1,0,80.87,0,19.13,2,80.87,0,19.13,15.5,3,1,0,1,4,0.9395973,37.9448,66.60082305,12.02743484,8.209207058,8.506212234,8.240526199,NA,1,0,1,95,1,0,1,1,1,1,1.978629935
Australia,1997,AUS,East Asia & Pacific,High income,23551.22217,10.06693299,3.888847072,3.968126096,2.79120713,2.592040036,36.90638903,-2.46338289,0.874116121,34.17753936,2.2911117,99.45477,0.224887556,0.6171,3,3,2,2,1,1,0,0,0,0,0,7,7,0.34,1,1,0,1,0,100,0,0,1,100,0,0,15.5,3,1,0,1,4,0.8791946,39.96909,66.64495468,12.14243066,6.954918544,8.362229347,7.86214304,NA,1,0,1,96,1,0,1,1,1,1,1.987335102
Australia,1998,AUS,East Asia & Pacific,High income,21365.98141,9.969555282,4.952287392,3.888847072,3.35728009,2.79120713,33.38723652,-3.51915251,2.529150711,33.86318735,3.596962903,100.3893,0.86013463,0.5964,3,3,2,2,2,1,0,0,0,1,0,7,7,0.34,1,1,0,1,0,100,0,0,1,100,0,0,22.4,3,1,0,1,4,0.8187919,39.00431,66.70786758,12.24742046,5.492970528,7.675596714,7.817552567,NA,1,0,1,97,1,0,1,1,1,1,1.98341576
Australia,1999,AUS,East Asia & Pacific,High income,20561.47678,9.931174545,4.063795983,4.952287392,3.813926147,3.35728009,28.40747696,-4.97975956,2.598658737,34.26317002,3.407555345,100.3018,1.483129403,0.5964,3,3,2,2,3,1,0,0,0,0,0,7,7,0.34,1,1,0,1,0,100,0,0,1,100,0,0,22.4,3,1,0,1,4,0.7583891,40.90111,66.77120987,12.3431852,6.009311943,6.872334003,7.951595783,NA,1,0,1,98,1,0,1,1,1,1,1.99208614
Australia,2000,AUS,East Asia & Pacific,High income,21690.921,9.984649065,3.519458677,4.063795983,2.636834169,3.813926147,27.14736248,-1.26011448,1.501487928,34.55766045,2.232839982,100.5395,4.457435148,0.5964,3,3,2,2,4,1,0,0,0,0,0,7,7,0.34,1,1,0,1,0,100,0,0,1,100,0,0,22.4,3,1,0,1,4,0.6979864,44.11457,66.85059646,12.42314362,6.314569334,6.282619476,8.453321457,NA,1,0,1,99,1,0,1,1,1,1,1.983624412
Australia,2001,AUS,East Asia & Pacific,High income,19517.84168,9.879084284,2.503298402,3.519458677,0.564896166,2.636834169,26.11497476,-1.03238772,0.027302424,34.79359015,0.392386602,99.0193,4.407135362,0.5927,3,3,2,2,5,1,0,0,0,1,0,7,7,0.34,1,1,0,1,0,100,0,0,1,100,0,0,25.3,3,1,0,1,4,0.6979864,41.32108,66.9001297,12.54993515,5.615264328,6.742313385,8.285956383,29.9,1,0,1,100,1,0,1,1,1,1,1.98633406
Australia,2002,AUS,East Asia & Pacific,High income,20081.81763,9.907570089,3.981490931,2.503298402,2.593040335,0.564896166,24.49567207,-1.61930269,1.567939121,34.14962995,1.975959206,100.7332,2.981574539,0.5927,3,3,2,2,6,1,0,0,0,0,0,7,7,0.34,1,1,0,1,0,100,0,0,1,100,0,0,25.3,3,1,0,1,4,0.6979864,39.95907,67.01718389,12.64939728,5.843957711,6.36761713,8.032316208,NA,1,0,1,101,1,0,1,1,1,1,2.00042887
Australia,2003,AUS,East Asia & Pacific,High income,23465.38559,10.06328166,2.996757705,3.981490931,1.80426058,2.593040335,21.78549419,-2.71017788,2.665192102,33.39662461,2.943542406,100.0681,2.732595966,0.5927,3,3,2,2,7,1,0,0,0,0,0,7,7,0.34,1,1,0,1,0,100,0,0,1,100,0,0,25.3,3,1,0,1,4,0.6979864,36.71717,67.13655494,12.73262005,5.366775498,5.928697109,8.421874046,28.9,1,0,1,102,1,0,1,1,1,1,1.993076587
Australia,2004,AUS,East Asia & Pacific,High income,30472.37977,10.32457597,3.944262166,2.996757705,2.945228429,1.80426058,22.09790429,0.3124101,1.787714252,33.92370713,2.070509547,99.76714,2.343255225,0.5902,3,3,2,2,8,1,0,0,0,1,0,7,7,0.34,1,1,0,1,0,100,0,0,1,100,0,0,24.7,3,1,0,1,4,0.6979864,38.85028,67.22520443,12.83800732,5.590774508,5.3947258,8.124441147,NA,1,0,1,103,1,0,1,1,1,1,1.557580446
Australia,2005,AUS,East Asia & Pacific,High income,34016.71483,10.4346073,3.201941151,3.944262166,1.850427299,2.945228429,21.88969507,-0.20820922,2.221991389,33.69245249,2.428702756,100.1546,2.691831683,0.5902,3,3,2,2,9,1,0,0,0,0,0,7,7,0.34,1,1,0,1,0,100,0,0,1,100,0,0,24.7,3,1,0,1,4,0.6979864,40.99941,67.31426872,12.94543292,5.339973114,5.032479763,7.799626827,NA,1,0,1,104,1,0,1,1,1,1,1.56127187
Australia,2006,AUS,East Asia & Pacific,High income,36118.28381,10.49455449,2.7226356,3.201941151,1.470043994,1.850427299,20.78889821,-1.10079686,2.555420379,33.55178753,2.606336288,99.89948,3.555287737,0.5902,3,3,2,2,10,1,0,0,0,0,0,7,7,0.34,1,1,0,1,0,100,0,0,1,100,0,0,24.7,3,1,0,1,4,0.6979864,41.38375,67.40501687,13.02625788,5.587872244,4.782290936,7.543864727,NA,1,0,1,105,1,0,1,1,1,1,1.885738198
Australia,2007,AUS,East Asia & Pacific,High income,40991.98289,10.62113179,4.528598807,2.7226356,3.103645266,1.470043994,20.41036822,-0.37852999,1.966042449,33.53689892,1.920495019,100.6213,2.327611289,NA,3,3,2,2,11,1,0,0,0,1,0,7,7,0.34,1,1,0,1,0,92.05,0,7.95,2,92.05,0,7.95,26.7,3,1,0,1,4,0.6979864,42.10105,67.42846169,13.14096409,5.994520837,4.376953125,7.401368618,NA,1,0,1,106,1,0,1,1,1,1,1.397144118
Australia,2008,AUS,East Asia & Pacific,High income,49664.68504,10.8130494,2.450754612,4.528598807,1.640692117,3.103645266,21.54224627,1.13187805,-0.293478533,34.19227441,-0.443007827,100.5138,4.35029855,NA,3,3,2,2,1,3,0,0,0,0,0,7,7,0.34,1,1,0,1,0,0,0,100,5,0,0,100,26.7,3,1,0,1,4,0.6979864,44.96071,67.49964704,13.20062121,5.81794394,4.234158516,8.944079399,30.8,1,0,1,107,1,0,1,1,1,1,1.764651453
Australia,2009,AUS,East Asia & Pacific,High income,42742.99898,10.66296069,1.787022427,2.450754612,-0.264956601,1.640692117,27.09156667,5.5493204,-4.030583139,37.12024559,-3.899882568,98.47849,1.771117166,NA,3,3,2,2,2,3,0,0,0,0,0,7,7,0.34,1,1,0,1,0,0,0,100,5,0,0,100,27.3,3,1,0,1,4,0.6979864,39.89328,67.504149,13.32749401,5.039511842,5.560664654,7.696137428,NA,1,0,1,108,1,0,1,1,1,1,1.404005511
Australia,2010,AUS,East Asia & Pacific,High income,51874.08048,10.85657453,2.378076584,1.787022427,0.431465531,-0.264956601,30.27138954,3.17982287,-4.618798733,36.59280583,-4.224744184,100.5244,2.918340027,NA,3,3,2,2,3,3,0,0,0,1,0,7,7,0.34,1,1,0,1,0,0,0,100,5,0,0,100,24.7,3,1,0,1,4,0.6979864,41.30005,67.38380537,13.55755265,5.366041667,5.211327553,7.550966263,30.4,1,0,1,109,1,0,1,1,1,1,2.253786878
Australia,2011,AUS,East Asia & Pacific,High income,62245.10029,11.0388351,2.565425363,2.378076584,0.960159777,0.431465531,33.869241,3.59785146,-3.441701353,35.53366498,-2.929386244,100.6134,3.303850156,NA,3,3,2,2,4,3,0,0,0,0,0,7,7,0.34,1,1,0,1,0,0,0,100,5,0,0,100,24.7,3,1,0,1,4,0.6979864,42.77332,67.22918532,13.82273948,4.879583333,5.080886841,7.61405611,NA,1,0,1,110,1,0,1,1,1,1,2.134730752
Australia,2012,AUS,East Asia & Pacific,High income,67635.31555,11.12188554,3.692432929,2.565425363,1.800337195,0.960159777,37.26726946,3.39802846,-3.023158621,35.9105902,-2.538094638,99.33947,1.762780156,NA,3,3,2,2,5,3,0,0,0,0,0,7,7,0.34,1,1,0,1,0,0,0,100,5,0,0,100,24.7,3,1,0,1,4,0.7583891,40.99572,66.9218585,14.15874692,3.379166667,5.220877647,7.713896275,NA,1,0,1,111,1,0,1,1,1,1,2.130721181
Australia,2013,AUS,East Asia & Pacific,High income,67708.68929,11.1229698,2.136634042,3.692432929,0.782094758,1.800337195,38.14959524,0.88232578,-2.044621344,35.46964098,-1.449443548,99.93477,2.449888641,NA,3,3,2,2,6,3,0,0,0,1,0,7,7,0.34,1,1,0,1,0,28.77,0,71.23,4,28.77,0,71.23,26,3,1,0,1,4,0.8187919,42.23978,66.66522529,14.43397042,3.697291667,5.655786991,7.915518761,NA,1,0,1,112,1,0,1,1,1,1,NA
Australia,2014,AUS,East Asia & Pacific,High income,62099.61441,11.03649506,2.761978944,2.136634042,1.045541193,0.782094758,42.08710882,3.93751358,-2.074390296,35.71774781,-1.405390861,99.92451,2.487922705,NA,NA,NA,NA,2,1,1,0,0,0,0,0,7,7,0.34,1,1,0,1,0,100,0,0,1,100,0,0,26,3,1,0,1,4,0.8791946,41.94749,66.45949513,14.71201737,3.656666667,6.073657513,7.998683929,NA,1,0,1,113,1,0,1,1,1,1,NA
Australia,2015,AUS,East Asia & Pacific,High income,56408.34043,10.94037231,2.392559345,2.761978944,0.933020428,1.045541193,44.20439952,2.1172907,-1.489359879,35.79820907,-0.919556693,100.6498,1.508366722,NA,NA,NA,NA,2,2,1,0,0,0,0,0,7,7,0.34,1,1,0,1,0,100,0,0,1,100,0,0,26.7,3,1,0,1,4,0.9395973,NA,#VALUE!,#VALUE!,2.710833333,6.060211182,7.986577511,NA,1,0,1,114,1,0,1,1,1,1,NA
Austria,1975,AUT,Europe & Central Asia,High income,5285.620724,8.572745342,-0.362303213,NA,-0.099030361,NA,22.92002562,NA,-2.607419842,46.2201606,-2.024813448,97.53211,8.445255488,0.5476,3,3,2,2,5,3,0,0,0,1,0,7,7,0.24,1,0,NA,1,0,0,0,85.71,5,0,0,100,7.7,2,1,1,2,2,0.6979864,56.71169,61.89696018,14.87108505,9.590183967,1.399999976,16.89747,NA,1,0,1,29,1,0,1,1,1,1,1.648684607
Austria,1976,AUT,Europe & Central Asia,High income,5678.386638,8.644422429,4.577002439,-0.362303213,4.763369827,-0.099030361,26.2722805,3.35225488,-3.943355915,47.87568948,-3.089456599,99.13772,7.318689375,0.5476,3,3,2,2,6,3,0,0,0,0,0,7,7,0.24,1,0,NA,1,0,0,0,85.71,5,0,0,100,7.7,2,1,1,2,2,0.6979864,60.0346,62.21064728,15.04021184,8.736650939,1.399999976,15.12178394,NA,1,0,1,30,1,0,1,1,1,1,1.65829293
Austria,1977,AUT,Europe & Central Asia,High income,6810.627729,8.826239572,5.079980803,4.577002439,5.039647868,4.763369827,28.58035724,2.30807674,-2.520224489,47.47706248,-1.523397292,99.64607,5.494609783,0.5476,3,3,2,2,7,3,0,0,0,0,0,7,7,0.24,1,0,NA,1,0,0,0,85.71,5,0,0,100,7.7,2,1,1,2,2,0.6979864,60.3958,62.63553663,15.19151272,8.715021447,1.600000024,15.26456417,NA,1,0,1,31,1,0,1,1,1,1,1.663881987
Austria,1978,AUT,Europe & Central Asia,High income,8205.468927,9.012556153,-0.210653479,5.079980803,-0.129830298,5.039647868,32.2539114,3.67355416,-3.16427361,50.56709968,-1.930048906,99.09015,3.574322434,0.5476,3,3,2,2,8,3,0,0,0,0,0,7,7,0.24,1,0,NA,1,0,0,0,85.71,5,0,0,100,7.7,2,1,1,2,2,0.6979864,59.78622,63.09399539,15.34134342,8.200073158,1.5,16.65536482,NA,1,0,1,32,1,0,1,1,1,1,1.660919702
Austria,1979,AUT,Europe & Central Asia,High income,9793.765307,9.189501269,5.356699838,-0.210653479,5.536447846,-0.129830298,34.23885618,1.98494478,-2.916190857,49.50831215,-1.589265742,100.9595,3.707406163,0.55,3,3,2,2,9,3,0,0,0,1,0,7,7,0.24,1,0,NA,1,0,0,0,94.95,5,0,0,100,9.8,2,1,1,2,2,0.6979864,63.44267,63.59220683,15.45166876,7.949670193,1.399999976,16.53236197,NA,1,0,1,33,1,0,1,1,1,1,1.662107396
Austria,1980,AUT,Europe & Central Asia,High income,10869.54642,9.293720252,1.73148542,5.356699838,1.731377616,5.536447846,35.83927874,1.60042256,-2.195564402,49.66545521,-0.801743837,101.679,6.328317796,0.55,3,3,2,2,10,3,0,0,0,0,0,7,7,0.24,1,0,NA,1,0,0,0,100,5,0,0,100,9.8,2,1,1,2,2,0.6979864,66.95664,64.17837718,15.4041394,9.307336765,1.799999952,16.42090926,NA,1,0,1,34,1,0,1,1,1,1,1.665494681
Austria,1981,AUT,Europe & Central Asia,High income,9385.249018,9.146894482,-0.144294507,1.73148542,-0.398620316,1.731377616,37.60037662,1.76109788,-2.208032786,51.07658717,-0.688692347,99.45036,6.80304336,0.55,3,3,2,2,11,3,0,0,0,0,0,7,7,0.24,1,0,NA,1,0,0,0,100,5,0,0,100,9.8,2,1,1,2,2,0.6979864,68.53176,64.91567036,15.11236447,10.58846821,2.599999905,16.86494659,NA,1,0,1,35,1,0,NA,NA,NA,NA,1.41390348
Austria,1982,AUT,Europe & Central Asia,High income,9410.347225,9.149565131,2.011254375,-0.144294507,1.93812119,-0.398620316,39.96690658,2.36652996,-3.834991575,51.50159048,-1.935636386,98.86077,5.436025891,0.55,3,3,2,2,12,3,0,0,0,0,0,7,7,0.24,1,0,NA,1,0,0,0,100,5,0,0,100,9.8,2,1,1,2,2,0.6979864,64.24455,65.71901832,14.73642032,9.906307311,3.099999905,17.19825326,NA,1,0,1,36,1,0,1,1,1,1,1.407726928
Austria,1983,AUT,Europe & Central Asia,High income,9537.407431,9.16297697,2.97308801,2.011254375,3.139628054,1.93812119,44.22501172,4.25810514,-4.737933505,51.959865,-2.843126513,98.62225,3.339166842,0.5579,3,3,2,2,13,3,0,0,0,1,0,7,7,0.24,1,0,NA,1,0,12.16,0,87.84,4,7.19,0,92.81,9.3,2,1,1,2,2,0.6979864,62.59597,66.53701425,14.3742245,8.160141788,3.200000048,17.32162433,NA,1,0,1,37,1,0,1,1,1,1,1.558592112
Austria,1984,AUT,Europe & Central Asia,High income,8991.065076,9.103986594,0.051275236,2.97308801,0.057573561,3.139628054,46.65348423,2.42847251,-3.090153731,52.02794052,-0.842516838,100.053,5.66318949,0.5579,3,3,2,2,14,3,0,0,1,0,0,7,7,0.25,1,0,NA,1,0,20,0,80,4,11.83,0,88.17,9.3,2,1,1,2,2,0.6979864,66.70715,67.18439847,14.16432372,8.002080116,3.299999952,17.48831294,NA,1,0,1,38,1,0,1,1,1,1,1.555622697
Austria,1985,AUT,Europe & Central Asia,High income,9172.096769,9.123921194,2.498678504,0.051275236,2.450565672,0.057573561,48.83792535,2.18444112,-3.231281676,52.93954451,-0.915688012,100.2883,3.189511416,0.5579,3,3,2,2,15,3,0,0,1,0,0,7,7,0.25,1,0,NA,1,0,20,0,80,4,11.83,0,88.17,9.3,2,1,1,2,2,0.6979864,70.22265,67.5132593,14.19453076,7.756668573,3.599999905,17.83247148,NA,1,0,1,39,1,0,1,1,1,1,1.572122009
Austria,1986,AUT,Europe & Central Asia,High income,13083.0727,9.479074513,2.301392772,2.498678504,2.236401901,2.450565672,53.51793414,4.68000879,-4.336131245,53.75155256,-1.879907466,100.0135,1.705445501,0.6203,3,3,2,2,16,3,0,0,0,1,0,7,7,0.26,1,0,NA,1,0,19.32,0,80.68,4,11.83,0,88.17,11.5,2,1,1,2,2,0.6979864,64.14208,67.64840962,14.34821097,7.317423506,3.900000095,17.94220575,NA,1,0,1,40,1,0,1,1,1,1,1.99359923
Austria,1987,AUT,Europe & Central Asia,High income,16392.76957,9.704595637,1.357168012,2.301392772,1.29304527,2.236401901,57.7267442,4.20881006,-4.971036531,53.90698767,-2.29039129,98.99755,1.401954892,0.6203,3,3,2,2,17,3,0,0,0,0,0,7,7,0.26,1,0,NA,1,0,1.03,44.11,48.56,3,0.65,46.38,52.97,11.5,2,1,1,2,2,0.6979864,62.97889,67.67382314,14.55084367,6.926428844,3.700000048,18.45595294,20.4,1,0,1,41,1,0,1,1,1,1,1.983859305
