iso,country,cown,region,year,gdppccurr,gdpgr,gdppcgr,inflation,imf_debt,wb_debt,imf_balance,oecd_balance,income_group,lending_category
AFG,Afghanistan,700,South Asia,1991,NA,NA,NA,NA,NA,NA,NA,NA,Low income,IDA
AFG,Afghanistan,700,South Asia,1992,NA,NA,NA,NA,NA,NA,NA,NA,Low income,IDA
AFG,Afghanistan,700,South Asia,1993,NA,NA,NA,NA,NA,NA,NA,NA,Low income,IDA
AFG,Afghanistan,700,South Asia,1994,NA,NA,NA,NA,NA,NA,NA,NA,Low income,IDA
AFG,Afghanistan,700,South Asia,1995,NA,NA,NA,NA,NA,NA,NA,NA,Low income,IDA
AFG,Afghanistan,700,South Asia,1996,NA,NA,NA,NA,NA,NA,NA,NA,Low income,IDA
AFG,Afghanistan,700,South Asia,1997,NA,NA,NA,NA,NA,NA,NA,NA,Low income,IDA
AFG,Afghanistan,700,South Asia,1998,NA,NA,NA,NA,NA,NA,NA,NA,Low income,IDA
AFG,Afghanistan,700,South Asia,1999,NA,NA,NA,NA,NA,NA,NA,NA,Low income,IDA
AFG,Afghanistan,700,South Asia,2000,NA,NA,NA,NA,NA,NA,NA,NA,Low income,IDA
AFG,Afghanistan,700,South Asia,2001,117.4096908,NA,NA,NA,NA,NA,NA,NA,Low income,IDA
AFG,Afghanistan,700,South Asia,2002,187.845095,NA,NA,NA,NA,NA,NA,NA,Low income,IDA
AFG,Afghanistan,700,South Asia,2003,198.7285436,8.444163227,3.343150039,11.71567237,NA,NA,NA,NA,Low income,IDA
AFG,Afghanistan,700,South Asia,2004,219.1413528,1.055555787,-3.361110893,11.2427294,NA,NA,NA,NA,Low income,IDA
AFG,Afghanistan,700,South Asia,2005,250.2941299,11.17527024,6.954473818,10.90026799,NA,NA,NA,NA,Low income,IDA
AFG,Afghanistan,700,South Asia,2006,272.563077,5.554137623,2.200612989,7.171260735,NA,NA,NA,NA,Low income,IDA
AFG,Afghanistan,700,South Asia,2007,369.835796,13.74020499,10.64918383,22.38201578,NA,NA,NA,NA,Low income,IDA
AFG,Afghanistan,700,South Asia,2008,373.3611163,3.611368392,1.040489085,2.179103285,NA,NA,NA,NA,Low income,IDA
AFG,Afghanistan,700,South Asia,2009,445.8932979,21.02064874,17.951089,-2.107082554,NA,NA,NA,NA,Low income,IDA
AFG,Afghanistan,700,South Asia,2010,553.3002894,8.433290482,5.425967848,9.437794773,NA,NA,NA,NA,Low income,IDA
AFG,Afghanistan,700,South Asia,2011,603.5370231,6.113685169,2.87964757,10.56113929,NA,NA,NA,NA,Low income,IDA
AFG,Afghanistan,700,South Asia,2012,669.0090509,14.43474129,10.75025221,8.304760856,NA,NA,NA,NA,Low income,IDA
AFG,Afghanistan,700,South Asia,2013,638.6125432,3.900574873,0.512509233,3.877905975,NA,NA,NA,NA,Low income,IDA
AFG,Afghanistan,700,South Asia,2014,629.3452503,2.690521952,-0.526844934,0.59575845,NA,NA,NA,NA,Low income,IDA
AFG,Afghanistan,700,South Asia,2015,569.5779229,1.310040392,-1.628298146,2.43201733,NA,NA,NA,NA,Low income,IDA
AFG,Afghanistan,700,South Asia,2016,561.7787463,2.366711931,-0.349412106,5.123374899,NA,NA,NA,NA,Low income,IDA
AFG,Afghanistan,700,South Asia,2017,NA,NA,NA,NA,NA,NA,NA,NA,Low income,IDA
AGO,Angola,540,Sub-Saharan Africa,1960,NA,NA,NA,NA,NA,NA,NA,NA,Lower middle income,IBRD
AGO,Angola,540,Sub-Saharan Africa,1961,NA,NA,NA,NA,NA,NA,NA,NA,Lower middle income,IBRD
AGO,Angola,540,Sub-Saharan Africa,1962,NA,NA,NA,NA,NA,NA,NA,NA,Lower middle income,IBRD
AGO,Angola,540,Sub-Saharan Africa,1963,NA,NA,NA,NA,NA,NA,NA,NA,Lower middle income,IBRD
AGO,Angola,540,Sub-Saharan Africa,1964,NA,NA,NA,NA,NA,NA,NA,NA,Lower middle income,IBRD
AGO,Angola,540,Sub-Saharan Africa,1965,NA,NA,NA,NA,NA,NA,NA,NA,Lower middle income,IBRD
AGO,Angola,540,Sub-Saharan Africa,1966,NA,NA,NA,NA,NA,NA,NA,NA,Lower middle income,IBRD
AGO,Angola,540,Sub-Saharan Africa,1967,NA,NA,NA,NA,NA,NA,NA,NA,Lower middle income,IBRD
AGO,Angola,540,Sub-Saharan Africa,1968,NA,NA,NA,NA,NA,NA,NA,NA,Lower middle income,IBRD
AGO,Angola,540,Sub-Saharan Africa,1969,NA,NA,NA,NA,NA,NA,NA,NA,Lower middle income,IBRD
AGO,Angola,540,Sub-Saharan Africa,1970,NA,NA,NA,NA,NA,NA,NA,NA,Lower middle income,IBRD
AGO,Angola,540,Sub-Saharan Africa,1971,NA,NA,NA,NA,NA,NA,NA,NA,Lower middle income,IBRD
AGO,Angola,540,Sub-Saharan Africa,1972,NA,NA,NA,NA,NA,NA,NA,NA,Lower middle income,IBRD
AGO,Angola,540,Sub-Saharan Africa,1973,NA,NA,NA,NA,NA,NA,NA,NA,Lower middle income,IBRD
AGO,Angola,540,Sub-Saharan Africa,1974,NA,NA,NA,NA,NA,NA,NA,NA,Lower middle income,IBRD
AGO,Angola,540,Sub-Saharan Africa,1975,NA,NA,NA,NA,NA,NA,NA,NA,Lower middle income,IBRD
AGO,Angola,540,Sub-Saharan Africa,1976,NA,NA,NA,NA,NA,NA,NA,NA,Lower middle income,IBRD
AGO,Angola,540,Sub-Saharan Africa,1977,NA,NA,NA,NA,NA,NA,NA,NA,Lower middle income,IBRD
AGO,Angola,540,Sub-Saharan Africa,1978,NA,NA,NA,NA,NA,NA,NA,NA,Lower middle income,IBRD
AGO,Angola,540,Sub-Saharan Africa,1979,NA,NA,NA,NA,NA,NA,NA,NA,Lower middle income,IBRD
AGO,Angola,540,Sub-Saharan Africa,1980,NA,NA,NA,NA,NA,NA,NA,NA,Lower middle income,IBRD
AGO,Angola,540,Sub-Saharan Africa,1981,NA,NA,NA,NA,NA,NA,NA,NA,Lower middle income,IBRD
AGO,Angola,540,Sub-Saharan Africa,1982,NA,NA,NA,NA,NA,NA,NA,NA,Lower middle income,IBRD
AGO,Angola,540,Sub-Saharan Africa,1983,NA,NA,NA,NA,NA,NA,NA,NA,Lower middle income,IBRD
AGO,Angola,540,Sub-Saharan Africa,1984,NA,NA,NA,NA,NA,NA,NA,NA,Lower middle income,IBRD
AGO,Angola,540,Sub-Saharan Africa,1985,630.074985,NA,NA,NA,NA,NA,NA,NA,Lower middle income,IBRD
AGO,Angola,540,Sub-Saharan Africa,1986,612.0748404,2.800000008,-0.13681689,-2.723735416,NA,NA,NA,NA,Lower middle income,IBRD
AGO,Angola,540,Sub-Saharan Africa,1987,595.8577544,7.900000004,5.041160751,-7.321594072,NA,NA,NA,NA,Lower middle income,IBRD
AGO,Angola,540,Sub-Saharan Africa,1988,580.5550249,5.599999981,2.887996613,-5.303030286,NA,NA,NA,NA,Lower middle income,IBRD
AGO,Angola,540,Sub-Saharan Africa,1989,847.7667242,0.400000019,-2.259303046,49.40239041,NA,NA,NA,NA,Lower middle income,IBRD
AGO,Angola,540,Sub-Saharan Africa,1990,823.7921843,-0.300000019,-3.119480374,0.300902727,NA,NA,NA,NA,Lower middle income,IBRD
AGO,Angola,540,Sub-Saharan Africa,1991,965.3612964,-1.199999989,-4.206512624,169.905533,NA,NA,NA,NA,Lower middle income,IBRD
AGO,Angola,540,Sub-Saharan Africa,1992,438.3205196,-6.900000002,-9.878567961,249.0870032,NA,NA,NA,NA,Lower middle income,IBRD
AGO,Angola,540,Sub-Saharan Africa,1993,393.7845209,-24.69999999,-27.14594465,1273.991214,NA,NA,NA,NA,Lower middle income,IBRD
AGO,Angola,540,Sub-Saharan Africa,1994,293.2782224,3.499999989,0.228039897,2127.609863,NA,NA,NA,NA,Lower middle income,IBRD
AGO,Angola,540,Sub-Saharan Africa,1995,353.1820451,10.40000002,7.090915495,1895.324089,NA,NA,NA,NA,Lower middle income,IBRD
AGO,Angola,540,Sub-Saharan Africa,1996,512.6209659,11.19999997,8.069843379,5399.506852,NA,NA,NA,NA,Lower middle income,IBRD
AGO,Angola,540,Sub-Saharan Africa,1997,506.8849522,7.90000001,4.991744886,94.31957098,NA,NA,NA,NA,Lower middle income,IBRD
AGO,Angola,540,Sub-Saharan Africa,1998,415.6933459,6.804762116,3.943625659,35.3168252,NA,NA,NA,NA,Lower middle income,IBRD
AGO,Angola,540,Sub-Saharan Africa,1999,385.7688535,3.239799671,0.356499547,556.9392569,NA,NA,NA,NA,Lower middle income,IBRD
AGO,Angola,540,Sub-Saharan Africa,2000,555.2969419,3.012076171,-0.065318099,418.2329539,NA,NA,NA,NA,Lower middle income,IBRD
AGO,Angola,540,Sub-Saharan Africa,2001,526.168743,4.220965147,0.892782766,106.3224924,NA,NA,NA,NA,Lower middle income,IBRD
AGO,Angola,540,Sub-Saharan Africa,2002,711.181716,-6.940461553,-10.06165916,196.5767931,NA,NA,NA,NA,Lower middle income,IBRD
AGO,Angola,540,Sub-Saharan Africa,2003,779.4683056,5.247494541,1.600823435,84.88662304,NA,NA,NA,NA,Lower middle income,IBRD
AGO,Angola,540,Sub-Saharan Africa,2004,1041.086844,10.87957748,6.986761772,39.79276713,NA,NA,NA,NA,Lower middle income,IBRD
AGO,Angola,540,Sub-Saharan Africa,2005,1443.991929,18.26145032,14.10725703,26.8164319,NA,NA,NA,NA,Lower middle income,IBRD
AGO,Angola,540,Sub-Saharan Africa,2006,2062.415149,20.73512488,16.50538518,13.0410775,NA,NA,NA,NA,Lower middle income,IBRD
AGO,Angola,540,Sub-Saharan Africa,2007,2878.837144,22.5930543,18.30014329,12.61647718,NA,NA,NA,NA,Lower middle income,IBRD
AGO,Angola,540,Sub-Saharan Africa,2008,3868.578883,13.81714581,9.832743838,19.68156235,NA,NA,NA,NA,Lower middle income,IBRD
AGO,Angola,540,Sub-Saharan Africa,2009,3347.84485,2.412869693,-1.17563581,-7.418798779,22.7,NA,-7.4,NA,Lower middle income,IBRD
AGO,Angola,540,Sub-Saharan Africa,2010,3529.053482,3.407654794,-0.218978107,22.39391214,44.3,NA,3.4,NA,Lower middle income,IBRD
AGO,Angola,540,Sub-Saharan Africa,2011,4299.012889,3.918596986,0.273790222,24.16714106,33.8,NA,8.7,NA,Lower middle income,IBRD
AGO,Angola,540,Sub-Saharan Africa,2012,4598.249988,5.155440545,1.478269453,7.070218675,29.9,NA,4.6,NA,Lower middle income,IBRD
AGO,Angola,540,Sub-Saharan Africa,2013,4804.616884,6.81358577,3.106958772,2.504730451,32.9,NA,-0.3,NA,Lower middle income,IBRD
AGO,Angola,540,Sub-Saharan Africa,2014,4709.312024,4.804472704,1.214530049,-1.36971289,40.7,NA,-6.6,NA,Lower middle income,IBRD
AGO,Angola,540,Sub-Saharan Africa,2015,3695.793748,3.006980545,-0.46428231,-4.017647716,64.6,NA,-3.3,NA,Lower middle income,IBRD
AGO,Angola,540,Sub-Saharan Africa,2016,3308.700233,-0.665353339,-3.954820759,27.42131464,79.8,NA,-4.8,NA,Lower middle income,IBRD
AGO,Angola,540,Sub-Saharan Africa,2017,NA,NA,NA,NA,65.3,NA,-5.6,NA,Lower middle income,IBRD
ALB,Albania,339,Europe & Central Asia,1960,NA,NA,NA,NA,NA,NA,NA,NA,Upper middle income,IBRD
ALB,Albania,339,Europe & Central Asia,1961,NA,NA,NA,NA,NA,NA,NA,NA,Upper middle income,IBRD
ALB,Albania,339,Europe & Central Asia,1962,NA,NA,NA,NA,NA,NA,NA,NA,Upper middle income,IBRD
ALB,Albania,339,Europe & Central Asia,1963,NA,NA,NA,NA,NA,NA,NA,NA,Upper middle income,IBRD
ALB,Albania,339,Europe & Central Asia,1964,NA,NA,NA,NA,NA,NA,NA,NA,Upper middle income,IBRD
ALB,Albania,339,Europe & Central Asia,1965,NA,NA,NA,NA,NA,NA,NA,NA,Upper middle income,IBRD
ALB,Albania,339,Europe & Central Asia,1966,NA,NA,NA,NA,NA,NA,NA,NA,Upper middle income,IBRD
ALB,Albania,339,Europe & Central Asia,1967,NA,NA,NA,NA,NA,NA,NA,NA,Upper middle income,IBRD
ALB,Albania,339,Europe & Central Asia,1968,NA,NA,NA,NA,NA,NA,NA,NA,Upper middle income,IBRD
ALB,Albania,339,Europe & Central Asia,1969,NA,NA,NA,NA,NA,NA,NA,NA,Upper middle income,IBRD
ALB,Albania,339,Europe & Central Asia,1970,NA,NA,NA,NA,NA,NA,NA,NA,Upper middle income,IBRD
ALB,Albania,339,Europe & Central Asia,1971,NA,NA,NA,NA,NA,NA,NA,NA,Upper middle income,IBRD
ALB,Albania,339,Europe & Central Asia,1972,NA,NA,NA,NA,NA,NA,NA,NA,Upper middle income,IBRD
ALB,Albania,339,Europe & Central Asia,1973,NA,NA,NA,NA,NA,NA,NA,NA,Upper middle income,IBRD
ALB,Albania,339,Europe & Central Asia,1974,NA,NA,NA,NA,NA,NA,NA,NA,Upper middle income,IBRD
ALB,Albania,339,Europe & Central Asia,1975,NA,NA,NA,NA,NA,NA,NA,NA,Upper middle income,IBRD
ALB,Albania,339,Europe & Central Asia,1976,NA,NA,NA,NA,NA,NA,NA,NA,Upper middle income,IBRD
ALB,Albania,339,Europe & Central Asia,1977,NA,NA,NA,NA,NA,NA,NA,NA,Upper middle income,IBRD
ALB,Albania,339,Europe & Central Asia,1978,NA,NA,NA,NA,NA,NA,NA,NA,Upper middle income,IBRD
ALB,Albania,339,Europe & Central Asia,1979,NA,NA,NA,NA,NA,NA,NA,NA,Upper middle income,IBRD
ALB,Albania,339,Europe & Central Asia,1980,NA,NA,NA,NA,NA,NA,NA,NA,Upper middle income,IBRD
ALB,Albania,339,Europe & Central Asia,1981,NA,5.745635292,3.648648547,-2.177360497,NA,NA,NA,NA,Upper middle income,IBRD
ALB,Albania,339,Europe & Central Asia,1982,NA,2.948596802,0.795840071,-0.017694287,NA,NA,NA,NA,Upper middle income,IBRD
ALB,Albania,339,Europe & Central Asia,1983,NA,1.104938262,-1.016802172,-0.016747291,NA,NA,NA,NA,Upper middle income,IBRD
ALB,Albania,339,Europe & Central Asia,1984,662.5200523,-1.251596645,-3.307497203,-0.028354047,NA,NA,NA,NA,Upper middle income,IBRD
ALB,Albania,339,Europe & Central Asia,1985,662.9147926,1.78064396,-0.290595348,0.351197543,NA,NA,NA,NA,Upper middle income,IBRD
ALB,Albania,339,Europe & Central Asia,1986,719.1572957,5.637243178,3.614655544,-2.378001116,NA,NA,NA,NA,Upper middle income,IBRD
ALB,Albania,339,Europe & Central Asia,1987,699.3842921,-0.787842655,-2.74949638,2.86E-05,NA,NA,NA,NA,Upper middle income,IBRD
ALB,Albania,339,Europe & Central Asia,1988,676.5667325,-1.420039655,-3.262522334,1.35E-06,NA,NA,NA,NA,Upper middle income,IBRD
ALB,Albania,339,Europe & Central Asia,1989,723.4096102,9.83654897,6.923617284,-1.87E-06,NA,NA,NA,NA,Upper middle income,IBRD
ALB,Albania,339,Europe & Central Asia,1990,639.4638993,-9.575640169,-11.1879053,-0.468707384,NA,NA,NA,NA,Upper middle income,IBRD
ALB,Albania,339,Europe & Central Asia,1991,348.7113178,-29.5889977,-29.16327149,38.56834211,NA,NA,NA,NA,Upper middle income,IBRD
ALB,Albania,339,Europe & Central Asia,1992,218.4921659,-7.199999986,-6.635518685,249.6834375,NA,NA,NA,NA,Upper middle income,IBRD
ALB,Albania,339,Europe & Central Asia,1993,380.5273711,9.600000045,10.27078613,114.8356476,NA,NA,NA,NA,Upper middle income,IBRD
ALB,Albania,339,Europe & Central Asia,1994,619.0651634,8.29999998,8.96687739,38.41649482,NA,NA,NA,NA,Upper middle income,IBRD
ALB,Albania,339,Europe & Central Asia,1995,760.5593758,13.29999999,14.00202422,5.573307455,NA,35.28888344,NA,NA,Upper middle income,IBRD
ALB,Albania,339,Europe & Central Asia,1996,1046.358511,9.100000008,9.780180454,41.27559451,NA,36.1778716,NA,NA,Upper middle income,IBRD
ALB,Albania,339,Europe & Central Asia,1997,749.584649,-10.83785574,-10.27846136,12.08870589,NA,50.8261396,NA,NA,Upper middle income,IBRD
ALB,Albania,339,Europe & Central Asia,1998,865.3021618,9.00885254,9.697045988,8.432367822,NA,52.25779227,NA,NA,Upper middle income,IBRD
ALB,Albania,339,Europe & Central Asia,1999,1098.425463,13.50117338,14.22231692,1.533330791,NA,NA,NA,NA,Upper middle income,IBRD
ALB,Albania,339,Europe & Central Asia,2000,1175.788981,6.666620499,7.34863863,3.981288045,NA,NA,NA,NA,Upper middle income,IBRD
ALB,Albania,339,Europe & Central Asia,2001,1326.970339,7.940331425,8.958087716,3.328851082,NA,NA,NA,NA,Upper middle income,IBRD
ALB,Albania,339,Europe & Central Asia,2002,1453.642777,4.231371018,4.544405735,2.410589719,NA,NA,NA,NA,Upper middle income,IBRD
ALB,Albania,339,Europe & Central Asia,2003,1890.681557,5.773490561,6.16998247,5.379724414,NA,NA,NA,NA,Upper middle income,IBRD
ALB,Albania,339,Europe & Central Asia,2004,2416.588235,5.709556596,6.152274487,2.357084176,NA,NA,NA,NA,Upper middle income,IBRD
ALB,Albania,339,Europe & Central Asia,2005,2709.142931,5.720819947,6.263275587,2.621017641,NA,NA,NA,NA,Upper middle income,IBRD
ALB,Albania,339,Europe & Central Asia,2006,3005.012903,5.431012739,6.098291609,2.696049249,NA,NA,NA,NA,Upper middle income,IBRD
